,tweet,class
3383, hollygroveshawn word school flow on a dumb hoe ,1
22694,when did it become cool to ne stupid this teabagger debate is slim on facts at best ,2
23198,yo pussy ain t shit unless you had some magicjohnson in it,1
11772,ima have to fuck with my nigga omar about those weed brownies,1
2539, badbitch amen joeanoaireigns i put this bitch to shame ,1
17109, ripcaps damn it s hotter than a bitch,1
10713,i love how everybody bitches about heat fans when we win but if they lose all the haters are x more obnoxious,1
6549, lauchiemac fag,1
22818,who the fuck still plays flappy bird loren travis flappy bird feels like t co oq jnn fwo ,1
3349, harveylevintmz sal tryin pull a k ferderline lazy ass son of a bitch,1
15318, gabriel montoya brandon rios gabriel montoya fuck u bitch hope i don t see u bitch cuz i would love for u to tell me to my fac ,1
6445, kieffer jason bitch what no it must of flew over u head cuz u didn t show up at plano senior high school in plano tx fuck boy,1
20236, trrvvv some these bitches got birkins and don t even have cars on the island let alone furniture,1
21666,then again i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows ,1
5488, alexiscarfield thought to myself sheeba sheeba got my ass lookin like a zebra ,1
19283, itssamcollins i hate seeing people with money spend it on stupid shit you don t need tvs amp a shark tank you twat,1
23788,egg nog taste like what bird doodoo look like,2
15382, gresham major u tell us you fuckin barbarian typogawd does pussy juice really help ya beard grow ,1
8196,broke pussy boy deion s record ,1
6838, pistol pete zp max byers lj hoes ,1
6304, jumpmastere dmcgowen visitorvisiting its retarded,0
11768,im way out of your league hoe please excuse my ego,1
8597,dad bought me a brownie shake lovehim,2
9313,fuck you bobcostas that football scum woulda stabbed his gf to death and slit his wrists instead of shooting yer a fool ,1
8078,bitches can t fuck with my bitches they deadly,1
23165,yessir you know this man brycehamilton itsnotharold u got some pack fag boy i m comin thru,1
10047,i be lying in got theses bitches like u on my fuckin mind but i be really focus just on this money ,1
2302, gramsbee bitch,1
19635, marthayabish that s the type of bitch that i hate,1
24767,you know what they say the early bird gets the worm puts gummy worms in your morning coffee ,2
24554,they made me put on basketball shorts now i look like a confused dyke mosh warrior,1
10836,i really hate when i don t get a response back to a text message like a bitch ain t see it or sum ,1
8209,bruh went so hard on that bitch he deserves pimp of the year,1
24050,if u don t buy the box of colored goldfish you r a racist tbh,2
4911, thebovee csgo bitch ,1
5781, ctrembz be sure to follow it up with a fabulous bitch face,1
4832, truesmokeryfb im coolin you know me same ole shit different day my nig,1
1040, red daddy but wait if he got a ole lady and still quenching yo girl is he a unfaithful water fountain for hoes ,1
11631,if you don t know what yo bitch doing tuat ain t you bitch im just sayin ,1
15454, heisnotallowed my boyfriend isn t allowed to give a girl his jacket that hoe knows damn well what channel the weather is on she cou ,1
9247,fuck boi fag,0
2881, coley cee didn t i just say i thought u told me to delete them so i deleted them bitch,1
21826,these new bottoms are something else ratch t you put nair on your pussy for the gram ok t co agcpqly wi,1
6369, kaylynkitz yep i m an asshole oh well he shouldn t be such a little bitch i m sure he hears worse on a daily basis,1
743,natitude okay i m only going to say it once comb yer beards lol wiggers,2
14011, duces happy birthday to my little ass cousin who doesn t remember who i am nonlydirtymike hope it s a good one fag ,1
20612,same tyleriam that was back when i found myself listening to mad real hip hop zero bitches in sight,1
8410,char broiled cod yellow rice saut ed spinach and artichoke hearts made with love for voxpulchra t co vwjwlghrgo,2
18548, allzmicelz how she gets all the bitches t co dwkd djorv,1
5937, erinscafe bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers ,2
11482,if iamshady didn t know i love your coon ass cuz ,1
20746,she must not know i got over followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value,1
10104,i can not amp will not fuck with theses dawg ass hoes no more ,1
9682,hate on what bitch t co qztnw cdki,1
10368,i got money and hoes money and hoes,1
16683, nomeek justmilz i honestly hate women who bitch amp complain about a nigga playing video games when he still makes time for yall them ,1
6027, ginamariez im an ole bitch in memphistn and i think u rock also,1
6766, nickboydos bunch of pussies ,1
8278,cleary diz princess iz a bad bitch t co jv sa b xw,1
13972,rick told yall to go back and kill em all yall niccas didn t listen now they are chewing on bob s leg and shit extra tasty crispy ,1
23130,yeah bitches you know he was hot shit back in the day t co z cgljtkow,1
9992,i ain t really trippin about the money yo that shit constantly comes like a bitch pussy,1
10220,i don t know what hoe activities consist of bc i don t partake in them shit it s so many i damn near can t tweet without being a hoe,1
23790,eharmony just informed me that my soulmate is an sea doo with a trash bag of whataburger taquitos bungeed on top thx dr neil warren ,2
5364, wordtothewise how many times did you listen to that pussy song today ,1
8347,can t keep a shallow bitch if ya pockets ain t deep ,1
11679,if you will fuck or try and fuck ya niccas girl you a buster lol,1
6716, moneydriven y u arguing with that ugly bitch on twitter,1
19428, kg hunnid bruh you trash take yo ass back to college genosmith ,1
22970,won t step dad me hoe lol,1
4584, ruizmaria you let me know then lol i ll go over and kill all them hoes,1
9, rhythmixx hobbies include fighting mariam bitch,1
19564, lmfaohilarious never go full retard t co lmk tx vic,0
24288,nobody likes bloody nips ,1
17880, tweets sweet niggas really are the new bitter bitches,1
5461, abbywiseman haha you were that bitch on our team ,1
17560, tarikusalim i d get a girlfriend if i had hoes tho lmaoo ,1
334, hazelebaby karma is a bitch damn godprotectshisangels sips tea ,1
16429, menstruai hearing a bitch tell a story and all u can think is lie lie lie ,1
15961, katiepavlich now go take out the trash sdoocy today i was outnumbered but thankfully not dismembered thanks ladies t ,2
16984, real kaysavage stblocjeremiah my bitch,1
15095, eastsidekris i m glad bey did this shit now some of u bitches wit that one shaved side can go ahead amp shave that other side too ,1
13347,niggas sooooo pussy i swear i don t talk i m all action,1
1761, fabbymichelle brianlovesass what class you in right now i need my headphones for seventh period i m serious bitch ass ms trophenboum,1
14893, dameatisthicke how you invite me over to fuck but i can smell yo pussy from across the room man ain t that dinner she cook then bou ,1
24673,when im there with a ghetto ass accent being shy as hell like,1
22726,when people really think i m asian i get offended even though i make fun of my gook self,2
18211, yungugiy just because i think you re fine don t mean i want you you appealing to my eyes not my heart bitch ,1
20969,so my dumb ass screams fuck the redskins in this big ass echo filled parking garage,1
3454, iijeriichoii nah but i was worth that character bitch ,1
22965,women stay bragging about their mans penis and wonder why your friend fucked him smh silly silly hoe ,1
8683,dee gordon getting to he can fuck my bitch status with all these sbs,1
15393, gurujeremy women think they are angels so they be in denial about their own hoe actions don t fall into their facade see past the b ,1
6495, kincade daunfuqwitable stoopid lu mistaturk playcrazy gf dalifestyle fuck you bitch,1
445, for every bad bitch there is a nigga tired of fucking her ,1
17092, rhinerunit henny amp hoes tiffany p rsche peace amp tranquillity daddykn wsbest if you were a greek mythical god what would u be ,1
19416, keithscho watching the innocence of muslims that dude who played muhammed must be getting a ton of pussy now ,1
22131,this one night i was tripping off brownies i put my running shoes on and i was still in pjs it was am t co uwmbpcomne,2
1184, cinnnthia i m just a bitch for no reason i think i m funny sometimes ,1
16160, lebronvuitton joe changed her life and went back to his old bitch stname bravo lebronvuitton ha she got them bitches worked o ,1
16500, moneybaby rich so tired of yall hoes giving a shout out to yall moma talking bout she ain t raise no hoe ,1
3847, kodymark hahahh thank you fag boy represent,1
6895, rbigwood gameofarmsamc of course win or lose you always had the most exciting matches spilt blood and all and you aren t a trash talker ,2
7391, zenterrorist seahopke amp profeten voor m niemand weet exacte leeftijden maar v aicha opeens wel again zelfs mn ma weet niet hoe oud z is,1
2236, seniors were chill as fuck this years seniors are basic ass bitches,1
920,tweetlikelexi nah we not gonna sit down we gonna walk it out bitch ,1
21434,that was a bitch move i pulled probably the most heartless thing i did,1
17023, rakwonogod when ya side hoe tryna act up t co ayfgkvdezi,1
15037, doyoudream cant spell above and beyond without hoe,1
3511, infidelalie that should read suck on my bacon encrusted middle finger muslim twats,0
21616,the shit that you bitches brag about is hilarious,1
18599, axelandrewsss tyrxny basic tongue ring to suck dick with and a basic costume recipe for a hoe ohh kaila ready for work ,1
14294, ballout stblocjeremiah this bitch think look like rihanna t co o q cmdpnt,1
9169,forte just trucked dude hoe ass lol,1
18020, waavylee his balls ashy yattabing trelaire st real women do this t co vg dbqh at and real faggots let em do that smh,0
18623, balvarezzzz phonekibagami balvarezzzz why you hurt my feelings jk phone you pull all the hoes wit the nice weaves,1
15349, girlfriendnotes reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam ,2
5085, vaginaaholic deeschronicles ie don t make a hoe a housewife,1
17232, selfmadee yg stblocjeremiah wya bitch,1
407, whoiscoreyking chase money not hoes ,1
7625,all them hoes crazy mr niceeeguy thick thighs skinny waist and natural beauty face ,1
